2.9327,177.64
2.3431,178.59
2.1510,4.00
2.0251,177.49
2.5543,2.68
2.0737,176.44
2.0132,7.63
1.9983,0.78
1.6475,177.53
1.9583,4.79
2.0442,2.55
2.3499,4.20
2.5714,5.91
1.9303,4.00
2.2422,0.38
1.6257,172.59
1.7293,178.30
1.8195,0.36
1.8375,9.77
2.3292,178.43
2.3733,173.11
1.8849,3.66
2.0255,0.54
2.0717,178.51
2.2057,1.82
1.9990,177.85
2.0035,0.41
1.9560,8.91
2.1488,176.70
2.4264,5.81
2.0901,178.98
1.8618,0.79
2.0757,1.84
1.7889,176.19
1.7810,173.37
2.1463,0.49
1.7713,20.69
1.8012,177.19
2.2096,5.97
2.1727,3.29
2.3267,175.64
1.8722,178.58
2.0531,178.26
2.0290,2.25
2.1214,178.15
1.8984,179.17
1.9950,3.42
1.9307,179.46
1.9626,1.62
2.3288,7.68
1.5775,11.61
1.9905,179.87
2.0290,179.68
1.9128,174.20
2.0047,0.09
1.8365,176.58
1.8517,176.29
2.1851,1.12
2.3539,177.52
2.1804,179.96
3.0681,172.52
2.8361,1.84
2.7022,15.55
1.4715,9.45
2.0311,0.18
1.8679,4.62
2.0736,6.24
2.0676,4.06
2.2872,2.90
2.0164,1.59
1.8474,170.97
1.9905,0.26
1.9512,178.08
1.9114,3.12
2.0027,1.18
2.1266,172.10
1.9657,0.78
2.9799,176.08
2.0121,179.41
1.8876,172.58
2.1388,173.30
1.8687,178.46
1.2732,167.56
1.8446,0.29
1.6955,177.21
1.7033,3.88
3.1262,4.96
2.6555,3.13
1.7043,169.22
1.4062,179.33
1.6146,179.97
1.9099,178.22
2.0327,0.12
2.5018,4.08
2.4864,177.00
1.7749,178.64
1.7207,176.24
1.8705,9.58
2.2427,177.22
1.6604,178.94
1.6292,0.72
2.4539,179.06
1.3768,173.02
2.3987,171.31
2.2816,0.97
1.8289,2.84
2.3085,179.94
2.0238,5.75
2.0871,6.00
1.8033,172.72
1.9748,3.36
2.1103,179.55
1.9759,179.56
1.7250,166.99
1.8747,0.55
1.7385,173.64
2.0063,0.02
2.1571,170.10
1.9433,2.03
2.3090,174.14
1.8773,171.93
1.9525,178.98
2.1377,3.13
2.3128,0.11
2.0356,5.83
2.4500,8.44
2.6885,2.13
2.0136,11.67
1.8945,179.19
1.5005,1.85
2.0116,0.52
1.9885,1.08
2.0124,0.12
1.7189,1.56
2.2294,178.90
1.6094,5.26
1.9644,0.54
2.0121,0.50
2.5706,174.44
1.9853,178.16
1.9396,174.32
2.1283,178.97
2.3182,177.67
1.6838,5.49
1.5624,9.04
2.6456,175.97
2.1576,15.27
2.0820,170.46
1.9059,6.70
1.9309,3.15
2.0322,11.14
1.7793,169.65
2.0405,0.05
1.9798,0.83
2.3863,9.79
1.7834,7.00
1.9751,0.75
2.0490,176.64
2.2280,0.82
2.5764,177.49
1.9937,0.54
2.1301,3.93
1.9170,176.68
2.5802,178.61
2.2453,176.63
2.6129,178.37
1.9922,172.76
1.9703,179.61
1.8056,176.42
1.7804,1.92
2.0253,179.56
1.9666,166.52
2.7912,174.08
1.9375,0.40
2.0088,0.26
2.3872,12.78
1.7487,16.37
2.1584,14.93
1.8490,7.74
2.5385,177.61
1.8851,10.52
1.7843,4.52
1.3337,174.20
1.9560,178.00
2.1528,0.16
1.8712,170.82
1.7707,0.11
1.7877,158.51
2.7878,2.73
1.9985,7.23
2.2383,166.13
2.2987,178.56
1.9964,169.58
2.1448,2.36
1.3856,28.37
1.9794,4.93
2.0064,178.05
3.0245,166.97
2.0885,175.63
2.0356,1.55
