1.4785,172.29
1.1779,171.67
1.1416,30.95
1.0700,138.74
1.2950,11.36
1.1080,143.05
1.2214,48.83
1.0205,46.71
1.2228,96.38
1.1330,52.81
1.0740,37.69
1.2256,21.66
1.3663,22.41
1.1135,57.08
1.1217,2.99
1.2977,104.69
1.1625,96.52
1.0996,87.60
1.2847,60.64
1.1726,170.49
1.3054,150.25
1.1147,63.75
1.0193,24.52
1.0548,154.73
1.1169,15.05
1.0579,133.40
1.0109,40.62
1.2569,53.26
1.1232,151.93
1.2981,25.13
1.0535,163.23
1.0770,82.86
1.0641,27.79
1.1541,107.25
1.2145,112.85
1.0745,5.71
1.6257,63.93
1.1323,104.64
1.2163,33.66
1.1316,26.12
1.2192,156.92
1.0776,103.13
1.0548,148.58
1.0631,39.60
1.0809,158.43
1.0577,100.33
1.0936,47.94
1.0385,100.24
1.0470,58.15
1.3120,33.16
1.3993,73.54
1.0059,108.12
1.0168,164.60
1.1648,122.98
1.0034,23.14
1.1264,110.10
1.1263,112.63
1.0985,10.55
1.1956,166.19
1.0902,179.63
1.6493,158.64
1.4256,6.36
1.7811,40.47
1.4253,79.62
1.0163,8.50
1.1420,63.26
1.1872,42.90
1.1208,39.11
1.1715,17.99
1.0437,40.50
1.2624,119.71
1.0083,62.65
1.0565,120.48
1.0950,61.88
1.0315,44.50
1.2521,137.82
1.0269,65.88
1.5231,167.69
1.0168,145.25
1.2127,121.82
1.2165,140.66
1.0810,103.72
1.6265,95.85
1.0845,87.69
1.1931,98.80
1.2005,77.91
1.6152,14.53
1.3508,12.00
1.3356,112.21
1.4226,90.65
1.2387,90.07
1.0664,111.02
1.0167,5.57
1.2927,17.55
1.2668,166.40
1.1316,96.70
1.1890,102.71
1.2768,58.66
1.1497,160.74
1.2064,92.97
1.2283,88.23
1.2295,175.36
1.4796,95.63
1.3721,146.56
1.1442,6.69
1.1193,72.93
1.1543,179.61
1.1641,46.38
1.1825,41.47
1.2234,115.32
1.0918,51.23
1.0566,173.23
1.0169,111.40
1.3890,114.33
1.0683,84.40
1.2242,109.47
1.0031,4.21
1.3275,136.31
1.0611,60.76
1.2501,151.06
1.2321,121.35
1.0361,113.08
1.1150,28.19
1.1565,0.74
1.1682,45.42
1.3855,31.62
1.3550,8.11
1.3554,51.63
1.0596,99.78
1.3359,87.37
1.0149,33.87
1.0291,51.46
1.0071,13.97
1.1683,84.29
1.1197,171.18
1.2765,79.26
1.0229,71.51
1.0147,33.07
1.3573,158.65
1.0496,129.47
1.1593,125.53
1.0708,167.03
1.1766,166.03
1.2348,75.38
1.3602,76.38
1.3607,164.72
1.5273,49.68
1.2961,133.38
1.1908,57.07
1.0912,58.80
1.3406,50.42
1.3083,116.15
1.0204,2.08
1.0242,58.06
1.4046,36.05
1.2222,66.46
1.0235,61.83
1.0974,140.42
1.1167,6.66
1.3036,169.57
1.0145,51.70
1.1332,32.41
1.0983,119.54
1.2950,174.12
1.1625,157.86
1.3129,173.34
1.2072,129.90
1.0183,106.86
1.1425,107.86
1.1328,80.46
1.0172,158.41
1.4099,125.34
1.4713,160.44
1.0338,81.43
1.0082,29.01
1.5165,41.15
1.4847,64.16
1.5142,49.34
1.2262,60.90
1.2838,169.64
1.3051,57.72
1.1691,71.09
1.5156,93.94
1.0575,122.04
1.0766,1.87
1.2649,121.30
1.1296,89.44
1.6559,116.37
1.4107,9.62
1.2073,49.62
1.5008,133.91
1.1565,170.64
1.3102,128.34
1.1003,23.04
1.8081,76.87
1.1368,50.37
1.0528,135.57
1.8338,146.62
1.1342,142.26
1.0458,34.34
