1.5416,17.95
2.1129,20.90
2.4536,17.09
2.5201,15.63
2.1633,12.51
2.6040,15.22
2.1897,16.76
2.5652,18.68
2.7926,15.62
2.3737,23.11
2.1042,14.13
2.4444,17.70
2.4462,17.59
1.3971,8.00
2.7169,22.15
1.9692,15.20
1.9193,8.12
2.3445,17.27
2.5813,16.37
2.5512,25.12
2.4291,18.44
2.3820,17.97
2.4784,17.92
2.4814,17.75
2.4494,18.02
2.5023,15.57
2.7103,13.59
2.8705,20.11
2.4418,18.16
2.5231,17.58
2.4539,18.04
2.5992,16.08
2.5447,20.69
2.6621,23.87
2.3608,18.70
2.4887,18.46
2.3883,15.27
2.8922,16.36
2.5907,18.67
2.0993,25.97
2.2430,15.28
1.6708,24.72
3.1661,17.63
2.1820,22.34
2.0489,20.34
2.5246,18.52
2.6923,17.73
1.9354,20.68
2.7546,30.05
2.3706,17.17
2.4879,20.95
2.5132,9.05
2.4485,17.74
2.2458,27.30
2.4828,17.97
2.2639,15.26
2.4708,17.52
2.1777,16.51
2.3133,19.26
1.7818,29.37
2.4243,19.44
2.3588,18.47
2.6353,19.91
1.9667,10.76
2.4927,20.20
1.8108,18.75
3.0935,10.79
2.2617,16.84
2.4624,31.25
2.4680,18.38
1.7516,11.95
2.4867,22.25
2.5250,18.94
2.4296,18.15
3.1371,14.09
2.2605,22.41
2.0915,13.10
2.5784,19.85
2.6915,15.32
2.1897,15.79
2.3333,14.29
3.1718,17.78
1.9923,12.15
2.7844,19.68
1.9958,18.88
2.7332,23.58
2.2842,16.01
2.9836,24.80
2.4021,19.49
2.8906,11.55
2.5036,7.89
2.6848,14.63
2.6024,17.22
2.3291,18.69
2.6835,26.42
2.2283,14.21
3.2602,9.36
2.6114,6.56
4.8178,24.26
2.2029,18.36
1.8025,32.14
1.7675,34.06
1.7793,36.03
2.0446,39.96
1.9085,34.33
1.4373,33.04
1.2722,14.30
1.6569,38.70
1.9652,37.62
1.7498,31.74
1.9559,29.42
2.0732,31.82
1.7697,30.14
1.6868,21.68
2.3572,33.60
1.4403,39.38
1.7362,32.10
1.5489,43.39
1.7689,31.32
2.0692,42.20
1.8764,32.31
1.4470,33.24
1.5487,39.75
1.9251,34.20
1.5106,19.66
2.0678,32.65
1.7078,32.85
1.6419,27.10
1.7229,27.95
2.5760,40.70
1.7282,34.99
1.7264,33.70
1.7125,33.14
1.8168,35.15
1.6837,15.16
1.6856,33.75
1.6032,38.07
1.9754,33.25
1.8825,30.18
1.5782,33.04
1.9338,34.77
1.4495,36.40
1.7212,30.12
1.8483,32.39
1.9151,24.35
1.6596,34.70
1.8641,39.19
1.3908,29.59
1.7375,25.27
1.6971,36.53
1.7277,41.60
1.3288,48.83
1.7351,32.52
1.7414,33.32
1.6612,32.77
2.0396,38.88
1.6752,24.55
1.6348,32.09
1.5219,35.48
1.9513,29.46
1.4222,18.52
1.9376,31.40
1.3776,26.82
1.5276,33.97
2.1380,44.32
1.7860,33.26
1.6893,31.46
2.2600,33.26
1.8221,27.28
1.7898,31.40
1.9710,39.36
1.7504,22.34
1.6940,27.18
1.6117,33.72
1.9958,29.43
1.6013,40.84
1.7471,29.96
1.7383,34.00
1.6698,29.34
2.3359,34.78
1.8884,30.43
1.9093,49.22
2.2079,36.68
1.8018,38.79
2.0454,38.43
1.6073,32.58
1.8952,36.61
1.5483,31.74
2.0947,28.90
1.8016,37.90
1.4770,31.34
1.5972,25.50
1.2220,42.61
1.7449,34.99
1.5929,28.90
1.8948,39.45
1.8377,35.89
1.9753,14.80
1.5379,26.26
2.2581,25.88
