1.3066,122.81
1.1058,179.52
1.3405,178.52
1.4118,175.93
1.3692,160.18
1.4633,176.32
1.2402,169.01
1.3560,5.40
1.5431,179.63
1.2073,21.41
1.2965,160.02
1.3209,0.14
1.3243,179.84
1.5400,125.13
1.3852,18.65
1.2348,153.53
1.4591,147.39
1.2871,176.30
1.4194,178.87
1.3030,30.02
1.2964,2.18
1.2858,179.50
1.3314,1.53
1.3369,1.06
1.3153,1.24
1.4052,175.45
1.5670,174.07
1.4835,12.66
1.3087,1.54
1.3605,1.31
1.3170,1.41
1.4360,178.39
1.3123,12.18
1.3537,24.82
1.2592,1.41
1.3240,3.44
1.3635,172.23
1.5721,2.37
1.3686,5.72
1.0970,47.73
1.3046,167.84
1.1797,109.63
1.6791,7.28
1.1149,14.01
1.0976,169.51
1.3398,4.26
1.4388,4.13
1.0758,150.39
1.4872,44.29
1.3011,176.74
1.2808,12.55
1.6451,163.18
1.3217,0.35
1.1854,45.45
1.3323,1.77
1.3132,168.55
1.3375,0.15
1.2436,167.85
1.2255,2.08
1.1830,89.95
1.2735,5.62
1.2636,0.55
1.3684,10.32
1.3781,150.68
1.2934,9.67
1.1499,137.58
1.8698,171.96
1.2648,172.29
1.3807,51.84
1.3160,2.79
1.3320,140.00
1.2682,17.97
1.3314,5.65
1.3033,1.24
1.7660,178.81
1.1534,16.40
1.3274,158.13
1.3412,9.51
1.5023,177.76
1.2696,166.80
1.3718,168.63
1.6786,7.69
1.3364,152.74
1.4465,10.81
1.1278,159.11
1.3894,23.73
1.2979,170.96
1.5203,27.46
1.2620,5.34
1.7324,171.84
1.6893,161.37
1.5204,176.05
1.4072,1.52
1.2451,0.44
1.3826,33.89
1.3338,165.20
2.0248,170.40
1.8027,160.93
2.4506,25.19
1.2004,174.26
1.2459,85.24
1.3021,86.51
1.3558,85.33
1.5293,76.17
1.3066,78.28
1.4290,103.83
1.5769,118.22
1.4408,90.78
1.4237,77.22
1.2468,89.23
1.1609,73.22
1.2531,67.06
1.2039,89.69
1.1723,119.87
1.4101,59.48
1.5223,100.04
1.2590,89.79
1.5744,94.55
1.2318,88.31
1.6241,77.22
1.2444,80.00
1.4244,103.33
1.4886,95.33
1.3040,77.32
1.3155,119.44
1.2785,68.44
1.2845,90.92
1.2167,104.00
1.1802,97.56
1.7942,66.82
1.3328,88.38
1.3002,89.16
1.2900,90.40
1.3289,83.43
1.2712,133.68
1.3119,91.52
1.4356,93.46
1.2799,74.04
1.1835,80.07
1.3402,97.90
1.3232,77.11
1.4676,101.11
1.2204,93.27
1.2478,81.93
1.0343,95.17
1.3415,92.31
1.4586,81.87
1.4360,108.02
1.1392,105.65
1.3780,89.44
1.5206,87.64
1.7321,102.18
1.2692,89.48
1.2875,88.50
1.2982,93.75
1.4877,75.49
1.1760,110.10
1.2957,95.95
1.4122,98.59
1.1618,73.72
1.3996,118.77
1.2186,75.52
1.4339,110.60
1.3832,99.45
1.7391,77.39
1.2781,85.72
1.2603,93.51
1.3597,61.58
1.1247,91.02
1.2290,86.72
1.4862,78.06
1.1272,119.35
1.1852,101.36
1.3375,95.59
1.1648,69.49
1.5037,92.80
1.2073,91.67
1.3053,88.28
1.2298,97.90
1.4424,62.15
1.1901,79.45
1.8364,85.04
1.4621,68.29
1.4388,84.32
1.4729,74.95
1.3176,96.89
1.3780,79.69
1.3360,100.64
1.1700,60.15
1.4113,84.23
1.3792,103.90
1.2365,109.01
1.7086,107.10
1.3302,87.44
1.2689,102.51
1.4725,80.80
1.3510,82.31
1.2480,153.68
1.2866,108.73
1.1657,38.03
